,Unnamed: 0,E00,E01,E02,Month,Day,study,recreation_etc,travel,meal,household,personal_care,work,hobby,entertainment,recreation_media,communitiy_interaction,socialising,outdoor_act
4,4,0.0518664677110791,0.4729164864685629,0.4242089311403418,11,16,0.0,17.0,21.0,33.0,378.0,0.0,0.0,0.0,0.0,0.0,-450.0,0.0,0.0
5,5,-3.3213663956600925,-3.0657212126190103,-3.1302218330825013,11,16,0.0,17.0,21.0,33.0,378.0,0.0,0.0,0.0,0.0,0.0,-450.0,0.0,0.0
8,8,3.5139616695701363,3.1687158715790105,3.2559326837139224,11,16,-263.0,14.0,171.0,37.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,-0.1461101203525743,-0.3382404222921309,-0.3485455311560059,11,16,381.0,-636.0,82.0,41.0,18.0,74.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0
10,10,-0.1662563109141501,0.2608626570573165,0.2144151509372278,11,16,0.0,185.0,203.0,20.0,34.0,0.0,11.0,0.0,0.0,-284.0,0.0,0.0,0.0
9,9,-0.6078642869271391,-0.9929245889765212,-0.8727607676975992,11,16,78.0,189.0,-492.0,0.0,0.0,0.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0.3818042410164395,0.7147781140427867,0.7754721925232246,11,16,175.0,-308.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,-1.0499930579253345,-1.4279148977782938,-1.2969776475352006,11,16,0.0,64.0,-543.0,21.0,0.0,0.0,81.0,242.0,0.0,156.0,0.0,0.0,0.0
6,6,-2.745684871625386,-2.6971544242117886,-2.738146823836118,11,17,142.0,-297.0,17.0,56.0,22.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,-4.190347167106395,-4.346552768875625,-4.2721803842140815,11,17,0.0,98.0,81.0,45.0,0.0,0.0,0.0,-570.0,75.0,125.0,0.0,0.0,0.0
2,2,0.8591939867786493,1.043371452179187,0.9834350866968578,11,17,0.0,351.0,48.0,0.0,92.0,-546.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
1,1,0.2098783513034021,0.6605000615652443,0.6279797864558532,11,17,0.0,0.0,0.0,100.0,0.0,0.0,307.0,0.0,69.0,0.0,0.0,0.0,0.0
9,9,-5.385446996460942,-5.734913033790775,-5.645178076778478,11,17,0.0,0.0,90.0,213.0,0.0,0.0,-304.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,-1.7542393246618957,-1.4078270765409968,-1.4704510150443897,11,17,13.0,27.0,0.0,67.0,-136.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0
0,0,-3.043196846437084,-3.0438612984070943,-3.0751032077382945,11,17,205.0,139.0,40.0,127.0,0.0,26.0,0.0,-538.0,0.0,0.0,0.0,0.0,0.0
3,3,-1.8657397373037128,-2.2348356091807204,-2.131853800074964,11,17,0.0,115.0,56.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,-1.3177833529105385,-1.0377440515887884,-1.1027289891347465,11,17,338.0,-513.0,29.0,41.0,0.0,0.0,75.0,0.0,0.0,24.0,0.0,0.0,0.0
12,12,-0.066546567058694,-0.2618148266296742,-0.2395354531772682,11,17,0.0,249.0,72.0,-602.0,0.0,3.0,73.0,0.0,0.0,0.0,208.0,0.0,0.0
8,8,-1.260161078899685,-1.5736117812445087,-1.503353168158668,11,17,0.0,-467.0,113.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0
4,4,0.8753028669102179,0.6714961589569128,0.6967415115857563,11,17,0.0,337.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,-2.7988045861262947,-2.6939269977424374,-2.7442573804025727,11,17,-588.0,9.0,427.0,126.0,13.0,0.0,40.0,0.0,0.0,42.0,0.0,0.0,0.0
1,1,-3.9778615922469953,-4.131433750976228,-4.122799156936949,11,18,377.0,-544.0,656.0,30.0,21.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,1.8122075940052724,1.5482509494144097,1.5963391845987331,11,18,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,568.0,0.0,0.0,0.0,0.0
7,7,3.26570691768724,3.3071860830404063,3.267500918527972,11,18,0.0,68.0,116.0,20.0,0.0,0.0,-205.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,-6.4778172838667984,-6.836255712336524,-6.740845318120364,11,18,0.0,0.0,-458.0,81.0,135.0,9.0,37.0,0.0,102.0,93.0,0.0,0.0,0.0
9,9,0.9174929093547064,0.7738847272331384,0.8881233280204839,11,18,0.0,-443.0,10.0,113.0,0.0,36.0,0.0,231.0,0.0,0.0,0.0,0.0,0.0
3,3,-1.9941750330897747,-2.19798174104308,-2.1727363884142363,11,18,0.0,91.0,0.0,97.0,62.0,22.0,261.0,0.0,0.0,45.0,0.0,0.0,0.0
4,4,-6.522833992952471,-6.199626753688207,-6.136184212272667,11,18,0.0,-602.0,292.0,36.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,1.2145621219011673,1.534685034212771,1.4703836554143803,11,18,0.0,40.0,23.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,1.170804576091271,1.3482302702439457,1.2889385660327406,11,18,0.0,340.0,115.0,40.0,0.0,-692.0,0.0,0.0,0.0,0.0,127.0,69.0,0.0
10,10,-3.39062395291053,-3.1105846515887805,-3.175569589134738,11,18,0.0,0.0,18.0,90.0,342.0,0.0,60.0,0.0,0.0,0.0,-511.0,0.0,0.0
6,6,1.673154173831776,2.1150608518909024,2.127204325631425,11,18,0.0,-490.0,38.0,138.0,0.0,13.0,362.0,0.0,0.0,31.0,0.0,0.0,0.0
7,7,2.277083573784097,2.132812195209098,2.1385812952155305,11,18,0.0,-490.0,38.0,138.0,0.0,13.0,362.0,0.0,0.0,31.0,0.0,0.0,0.0
10,10,-0.5139466934005839,-0.7941700465058261,-0.7392076074650902,11,19,429.0,-689.0,116.0,97.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,-3.5226780533586464,-3.786797659238204,-3.675218850034312,11,19,192.0,0.0,130.0,0.0,0.0,47.0,256.0,0.0,0.0,0.0,0.0,0.0,-647.0
0,0,-0.0955044563713158,-0.2849991834261658,-0.2646908084690125,11,19,-399.0,0.0,107.0,122.0,0.0,16.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,3.907750688284992,3.71536118571602,3.73665436293345,11,19,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,3.233967959283192,3.1411642864345737,3.13215483927722,11,19,376.0,-672.0,175.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,-4.746818789587067,-5.064018518272661,-4.991903341029371,11,19,-314.0,191.0,55.0,49.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,-5.547362696413245,-5.147349816068456,-5.202014591171633,11,19,-314.0,191.0,55.0,49.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,-5.929681862492018,-6.28314400115157,-6.190941310840827,11,19,-262.0,41.0,11.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0704851119669456,0.206761719056459,0.1521108314759516,11,19,290.0,38.0,126.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,-3.1258025976145234,-3.5112100574778538,-3.3900761848753547,11,19,290.0,132.0,122.0,42.0,0.0,-587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,-0.5709711601848397,-0.7058237943710424,-0.7028939203544837,11,19,0.0,16.0,173.0,66.0,-584.0,35.0,464.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,2.720733400926832,3.1788166034272365,3.169376589673604,11,19,0.0,0.0,166.0,185.0,0.0,0.0,-366.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,-0.7462409998740185,-0.781605091684952,-0.8050873482493159,11,20,-273.0,42.0,58.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,-3.5872305953073464,-3.846355754848673,-3.800244518784936,11,20,60.0,207.0,0.0,0.0,0.0,113.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,-6.413653828122662,-6.529335988010303,-6.531995783717051,11,20,0.0,0.0,246.0,103.0,0.0,80.0,-538.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,-3.685969084219522,-3.612750093543596,-3.6580784966741504,11,20,0.0,40.0,163.0,78.0,0.0,53.0,-335.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,1.740623474937678,1.7539630848482233,1.7197961328368905,11,20,0.0,48.0,0.0,0.0,0.0,0.0,-61.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,1.4313025795043617,1.2081649414039362,1.2403614676931198,11,20,-450.0,140.0,153.0,96.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,16.0,0.0
0,0,-3.451320357076796,-3.091216549262782,-3.0389686240871328,11,20,0.0,121.0,0.0,43.0,-524.0,0.0,0.0,0.0,0.0,103.0,185.0,18.0,53.0
4,4,4.32223725285742,4.45264838315758,4.551446410149623,11,20,153.0,199.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,-6.148424946437089,-6.149089398407099,-6.1803313077383,11,20,-393.0,376.0,91.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0
7,7,-6.555221630429855,-6.900467428420981,-6.813250616286069,11,20,-266.0,85.0,7.0,113.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0
1,1,0.8007434848242099,0.4185118043100715,0.547745185536769,11,20,-354.0,125.0,138.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,-1.9489367556181487,-2.2715858952104924,-2.1967140789446944,11,20,259.0,119.0,-533.0,141.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,0.1105539615903694,0.3408801570552811,0.2774958738894924,11,20,272.0,0.0,148.0,40.0,32.0,8.0,-490.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,4.304961758482335,3.951056405137251,4.082704203260633,11,20,-423.0,121.0,10.0,0.0,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,-1.6781316670586932,-1.8733999266296733,-1.851120553177268,11,20,400.0,84.0,84.0,-624.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,-1.6412269274648708,-0.9526913303397322,-1.2874581066858184,11,21,-454.0,143.0,223.0,94.0,0.0,26.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,-2.18801176439878,-2.528815162025353,-2.444164450166909,11,21,-465.0,111.0,262.0,86.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,-3.6180802868794473,-3.329157563299632,-3.394160199014294,11,21,63.0,28.0,0.0,29.0,149.0,0.0,0.0,0.0,0.0,-623.0,122.0,270.0,0.0
7,7,-3.868502690788347,-3.691214544036271,-3.766278338602192,11,21,63.0,28.0,0.0,29.0,149.0,0.0,0.0,0.0,0.0,-623.0,122.0,270.0,0.0
6,6,3.4568748375556737,3.850994200349632,3.7950399510408346,11,21,40.0,0.0,37.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,-3.450860001380363,-3.117329516669997,-3.180915282807589,11,21,152.0,163.0,135.0,-695.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,-1.5721481136217648,-1.7379289852280095,-1.725437241650596,11,21,221.0,-501.0,130.0,66.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,2.2114007511603404,2.905627283455786,2.5687370217569025,11,21,221.0,-501.0,130.0,66.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,0.182654365003458,0.0048954467941229,0.0212804906186079,11,21,114.0,51.0,124.0,49.0,23.0,74.0,-498.0,0.0,0.0,0.0,62.0,0.0,0.0
9,9,4.7786372455354496,4.563680477747028,4.59289406544714,11,21,-691.0,0.0,0.0,0.0,570.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,-0.2235291170348574,0.019564207755252,-0.0444568321630356,11,21,94.0,2.0,162.0,19.0,117.0,34.0,98.0,0.0,0.0,-527.0,0.0,0.0,0.0
4,4,-5.129133299874027,-5.164497391684961,-5.187979648249325,11,22,0.0,0.0,35.0,-563.0,0.0,132.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.151139792947049,-0.1546840479920774,-0.0441177097142855,11,22,0.0,-652.0,276.0,191.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,3.098127625266571,2.8435615433820374,2.952234669078848,11,22,92.0,23.0,-265.0,39.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,2.543722989085836,2.970841957057303,2.924394450937214,11,22,-201.0,26.0,53.0,75.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0
10,10,3.773993355822413,3.391383289808971,3.5073046331279016,11,22,402.0,-587.0,100.0,62.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0
0,0,-3.4040867486966,-2.953465038434757,-2.9859853135441483,11,22,-270.0,63.0,60.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,0.4272782840710505,0.0621374573207162,0.1621709287592949,11,22,91.0,-561.0,125.0,17.0,0.0,10.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4.301019219546305,3.9881769984529,4.112770024007148,11,22,194.0,117.0,246.0,-570.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.5039059665574683,0.8212868818775974,0.7568720680292103,11,22,194.0,117.0,246.0,-570.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,6.279354781363438,6.182519157841057,6.233341880700422,11,22,86.0,47.0,99.0,32.0,14.0,0.0,-265.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,1.4505033428278296,1.1473129970715237,1.2696168261424532,11,22,0.0,0.0,251.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,6.59307639400528,6.329119749414417,6.377207984598741,11,22,-476.0,61.0,141.0,130.0,0.0,3.0,187.0,32.0,0.0,0.0,12.0,0.0,0.0
2,2,5.369198605445817,5.008423969495638,5.105401217918029,11,23,307.0,-552.0,373.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,-2.6526484319362,-2.708546920587466,-2.7270912180618296,11,23,0.0,0.0,-165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
0,0,1.348796598924693,1.183631871175706,1.2613980053497895,11,23,-558.0,64.0,251.0,111.0,0.0,0.0,39.0,0.0,92.0,0.0,0.0,0.0,0.0
1,1,0.0934411020804191,0.4958041278266307,0.5315357222355743,11,23,-558.0,64.0,251.0,111.0,0.0,0.0,39.0,0.0,92.0,0.0,0.0,0.0,0.0
1,1,0.9073203021280988,-0.0924563860321399,-0.1018989104888419,11,23,0.0,0.0,0.0,0.0,131.0,8.0,0.0,0.0,0.0,101.0,-241.0,0.0,0.0
7,7,3.2284764863782414,3.0626956147719966,3.0751873583494103,11,23,-265.0,92.0,130.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0.8796380269636472,0.0310596737603674,-0.1071622744108253,11,23,433.0,-598.0,78.0,21.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0
8,8,-2.6985980353969694,-3.075074224070562,-2.965880786814708,11,23,114.0,0.0,187.0,115.0,0.0,0.0,-544.0,91.0,0.0,0.0,0.0,0.0,0.0
4,4,-4.161131743376743,-4.028325496544596,-4.082531116768649,11,23,0.0,-467.0,117.0,101.0,112.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,1.0243362428755065,1.0166927101691812,0.9869528264991204,11,23,-567.0,34.0,111.0,0.0,0.0,20.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,1.3595779678064304,0.6502081937436941,0.5301136626863752,11,23,140.0,0.0,83.0,0.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,1.551074788685412,1.7046167075787082,1.6478731220323084,11,23,168.0,-624.0,175.0,89.0,0.0,23.0,52.0,33.0,0.0,0.0,49.0,0.0,0.0
9,9,-4.211984070119044,-4.503195311076709,-4.443379749264025,11,24,0.0,0.0,285.0,0.0,0.0,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,-2.0402990743329923,-2.4261097994644274,-2.302715142550312,11,24,0.0,0.0,119.0,192.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,5.960880645182698,6.267099962572914,6.20233067265832,11,24,0.0,304.0,112.0,17.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0
3,3,-2.8596770036398595,-2.529918718070334,-2.4683043628922974,11,24,163.0,13.0,0.0,55.0,-583.0,24.0,0.0,0.0,0.0,196.0,109.0,22.0,0.0
6,6,1.849391761189949,1.7272719440981348,1.726461364273746,11,24,0.0,-530.0,9.0,45.0,0.0,44.0,0.0,441.0,0.0,0.0,0.0,0.0,0.0
1,1,-2.086010705241563,-2.4490196224149514,-2.3505011178820325,11,24,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.0,0.0,0.0,0.0
5,5,-4.973962146437088,-4.974626598407099,-5.005868507738299,11,24,0.0,160.0,121.0,134.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0
4,4,0.8679305017276704,0.4885633680098209,0.5947128487569557,11,24,0.0,193.0,43.0,-633.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,-2.8002721281226712,-2.915954288010312,-2.91861408371706,11,24,0.0,80.0,136.0,67.0,0.0,54.0,0.0,68.0,0.0,0.0,-415.0,0.0,0.0
7,7,-3.068205873131717,-2.6781505023901246,-2.734918753147568,11,24,0.0,64.0,184.0,178.0,-642.0,16.0,127.0,0.0,17.0,0.0,0.0,0.0,0.0
1,1,-3.231475484619949,-3.485689449842824,-3.441559506987048,11,24,0.0,55.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,1.6690578241606602,1.4432286946537405,1.4764202965099429,11,24,103.0,89.0,397.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,1.4397031989723672,1.2531190929414606,1.2724441566713978,11,25,0.0,169.0,300.0,16.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,4.046517795463913,4.361679285767238,4.216075876405512,11,25,0.0,-198.0,0.0,0.0,0.0,0.0,0.0,106.0,91.0,0.0,0.0,0.0,0.0
5,5,1.7543464333417376,1.904447653735133,1.8481046467995128,11,25,48.0,20.0,54.0,146.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,2.058094494358002,1.7211871181513487,1.85058612833528,11,25,74.0,0.0,13.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,106.0,0.0,92.0
9,9,-1.1357550010276327,-1.3223391070585393,-1.3030140433286022,11,25,0.0,176.0,153.0,68.0,16.0,32.0,0.0,0.0,0.0,39.0,-508.0,23.0,0.0
0,0,-1.4052479605852568,-1.769335655883154,-1.6700563388287009,11,25,0.0,81.0,21.0,0.0,0.0,15.0,0.0,261.0,0.0,230.0,0.0,0.0,0.0
1,1,-6.437897648696591,-5.987275938434749,-6.01979621354414,11,25,0.0,69.0,284.0,32.0,64.0,0.0,0.0,109.0,0.0,109.0,0.0,0.0,0.0
2,2,-1.1653291112668995,-0.9771772836078014,-0.8860816685434401,11,25,0.0,69.0,284.0,32.0,64.0,0.0,0.0,109.0,0.0,109.0,0.0,0.0,0.0
2,2,-1.6796093032394452,-1.8676974686384256,-1.7536125232712294,11,25,0.0,57.0,33.0,63.0,44.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,179.0
3,3,2.1938839458881887,1.83167347548816,1.963846722482529,11,25,0.0,163.0,-645.0,103.0,0.0,110.0,0.0,0.0,31.0,0.0,237.0,0.0,0.0
6,6,-1.002984750298296,-1.3414391070670604,-1.2117870507443629,11,25,0.0,314.0,23.0,117.0,125.0,13.0,0.0,0.0,0.0,0.0,-532.0,0.0,0.0
7,7,-0.0296852452835025,0.1341376772245155,0.0762468922024623,11,25,0.0,288.0,0.0,30.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,1.245688157424098,1.6458926454651674,1.6826080944291275,11,25,-537.0,2.0,369.0,60.0,0.0,0.0,179.0,0.0,0.0,0.0,29.0,0.0,0.0
7,7,-0.2568661353969759,-0.6333423240705685,-0.5241488868147144,11,26,398.0,-621.0,61.0,37.0,0.0,0.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,-2.211989031087654,-2.922189638081676,-2.857399777365501,11,26,0.0,0.0,0.0,0.0,0.0,0.0,286.0,0.0,0.0,0.0,298.0,0.0,0.0
2,2,3.487988917639541,3.1591647190519865,3.2871183456455952,11,26,0.0,0.0,488.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,2.166523868416548,1.7816769730283823,1.901341944821013,11,26,-398.0,0.0,204.0,112.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
3,3,0.1835079463362916,0.5980087223999533,0.5471760781295671,11,26,0.0,0.0,0.0,31.0,0.0,111.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,-6.672213580358317,-6.326778603514057,-6.269804025340392,11,26,0.0,-489.0,90.0,33.0,121.0,25.0,0.0,0.0,0.0,0.0,189.0,2.0,28.0
4,4,2.374396310412933,2.0571965817273394,2.12931175897063,11,26,-364.0,44.0,221.0,30.0,0.0,53.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0.2891947791039371,-0.0951456631683811,0.0234942988114283,11,26,160.0,67.0,29.0,45.0,0.0,20.0,210.0,0.0,0.0,-532.0,0.0,0.0,0.0
1,1,-2.982748243376733,-2.8499419965445867,-2.90414761676864,11,26,0.0,189.0,324.0,43.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,2.214368808553872,2.6577465306601056,2.6195312536945465,11,26,0.0,189.0,324.0,43.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,3.5959160286796674,3.727081588170364,3.6747359767819177,11,26,157.0,36.0,307.0,0.0,9.0,0.0,-553.0,19.0,0.0,59.0,48.0,0.0,0.0
3,3,-2.7572763518046344,-3.108099421215144,-3.017536164700246,11,27,-405.0,248.0,99.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,-5.845918370919904,-6.053920001577268,-5.96060821150364,11,27,232.0,0.0,0.0,-621.0,0.0,103.0,160.0,0.0,125.0,0.0,0.0,0.0,0.0
3,3,2.578380697113303,3.025585831675372,3.032904386796744,11,27,0.0,97.0,-637.0,67.0,0.0,0.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,-0.5117789960605137,-0.6078824133413434,-0.6159971553521757,11,27,0.0,61.0,0.0,204.0,0.0,50.0,240.0,0.0,0.0,0.0,0.0,0.0,58.0
8,8,3.434045310060199,3.601280701812172,3.543025825466856,11,27,-413.0,41.0,99.0,131.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
3,3,4.756285661990788,5.208376479630246,5.177349418413513,11,27,-338.0,0.0,53.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,-3.0531215181407703,-2.7801916745288366,-2.704490157037469,11,27,0.0,403.0,93.0,-689.0,0.0,11.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,1.2118806730309188,1.2568850159134115,1.216542519070103,11,27,-519.0,105.0,122.0,145.0,0.0,33.0,82.0,30.0,0.0,0.0,0.0,0.0,0.0
4,4,2.889398395254233,1.986384787558919,2.007504407050135,11,27,-307.0,61.0,131.0,173.0,0.0,20.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,-1.06030772009521,-0.9449260690907976,-0.996774179183234,11,28,-297.0,40.0,99.0,688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1.579719648195379,1.2288965787848696,1.3194598352997673,11,28,158.0,0.0,460.0,-646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,1.712514999725542,1.3916589800712842,1.4656158058360518,11,28,229.0,0.0,-454.0,98.0,0.0,55.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,1.0255133302813846,1.0423621664039049,1.0074808328600966,11,28,0.0,23.0,33.0,-679.0,0.0,0.0,596.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,2.7627146791039365,2.3783742368316183,2.497014198811428,11,28,107.0,-432.0,248.0,21.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0
1,1,2.2346915074002567,2.595826469271572,2.53467872071154,11,28,201.0,145.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,-0.3786151342433754,-0.6939518909826319,-0.6227631795540987,11,28,0.0,-283.0,45.0,75.0,39.0,59.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0
2,2,2.663964508153441,2.8615362430892475,2.8004234811431985,11,28,0.0,0.0,146.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,-1.3212845338429418,-1.3462940953166935,-1.372168421812077,11,28,0.0,153.0,248.0,29.0,27.0,-646.0,61.0,0.0,0.0,0.0,92.0,0.0,0.0
